Elevation,Aspect,Slope,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,SoilType,WildernessArea,Average_Hillshade,Total_Distance_to_Hydrology
2423,92,17,1064,1116,4,3,182.66666666666663,42.1070065428546
2775,160,16,2953,1383,4,3,203.33333333333331,430.80041782709543
2748,84,15,2841,1263,2,3,183.33333333333331,288.88232898535
2525,53,22,1158,845,10,3,166.33333333333334,101.24228365658294
2410,222,11,1015,1173,16,3,212.33333333333331,0.0
2630,207,33,2254,633,4,3,203.0,31.04834939252005
2671,187,29,2121,484,4,3,201.66666666666663,122.58874336577564
2683,209,33,2095,454,4,3,204.33333333333331,146.48549416239138
2526,194,22,702,912,3,3,209.0,419.505661463585
2678,229,29,3131,1550,4,3,209.0,259.8557292037257
2443,228,19,924,1290,3,3,213.33333333333331,102.69371937952194
2454,181,14,912,1276,3,3,208.66666666666663,160.96272860510285
2317,67,20,134,691,10,3,172.66666666666663,30.59411708155671
2687,160,10,1883,240,4,3,205.0,134.09325113517085
2567,55,13,1134,750,11,3,185.0,223.6716343213864
2401,115,18,376,780,3,3,187.33333333333331,277.7642885613628
2322,89,28,124,721,3,3,159.0,44.598206241955516
2721,239,24,2969,1440,4,3,211.33333333333331,288.45276909747287
2743,232,20,2912,1380,4,3,213.33333333333331,329.6331294029773
2737,93,10,2658,1110,2,3,193.0,270.7508079396994
2679,174,9,1842,212,4,3,207.66666666666663,153.55129436120035
2626,191,10,1590,95,4,3,209.66666666666663,0.0
2702,236,25,2989,1436,4,3,211.33333333333331,242.39636960977776
2614,60,26,2285,722,10,3,156.66666666666666,108.29589096544707
2605,48,18,2257,693,10,3,174.0,95.0
2586,232,20,1252,514,4,3,213.0,97.12878049270464
2473,105,32,967,962,4,3,155.0,215.96759016111653
2656,231,23,3066,1426,4,3,212.33333333333331,165.8463143998081
2638,66,33,2301,755,10,3,138.66666666666666,153.37535656030275
2590,93,24,2190,636,10,3,167.33333333333334,85.05292469985967
2564,166,22,2135,577,10,3,201.0,37.20215047547655
2633,142,16,1458,228,4,3,198.0,126.81088281373961
2394,246,9,836,1203,16,3,210.66666666666663,30.0
2400,242,14,825,1224,16,3,213.0,42.2965719651132
2686,231,29,2971,1377,4,3,209.0,190.51509126575775
2570,90,30,2151,612,10,3,154.33333333333334,68.8839603971781
2557,201,21,2068,524,4,3,210.33333333333331,0.0
2630,220,36,1878,323,4,3,202.0,151.64761785138597
2565,231,29,1209,524,4,3,209.0,65.39113089708727
2547,98,25,1003,819,4,3,168.33333333333334,311.26355392175293
2314,156,29,134,845,3,3,189.0,155.24174696260025
2728,175,10,2618,1120,2,3,207.66666666666663,361.1384775955063
2620,204,14,1473,212,4,3,212.0,43.965895873961216
2376,93,26,331,920,3,3,163.66666666666666,350.1842372237791
2560,74,20,2072,569,10,3,173.33333333333337,67.06713054842886
2426,74,24,834,1036,10,3,164.33333333333334,124.1933975700802
2388,156,11,713,1101,3,3,204.33333333333331,0.0
2391,78,26,360,959,3,3,160.0,379.4864951483781
2610,210,20,3063,1319,4,3,212.33333333333331,32.69556544854363
2559,336,14,2006,524,10,3,192.66666666666663,32.31098884280702
2642,94,14,1571,210,10,3,187.33333333333331,99.62429422585637
2554,89,34,1242,443,4,3,144.33333333333334,65.0
2571,220,30,1082,636,4,3,207.66666666666663,130.3878828726044
2562,85,27,955,808,4,3,158.66666666666666,307.8327467960483
2546,85,29,934,837,4,3,155.0,328.3062594590606
2381,191,18,671,1047,3,3,209.66666666666663,30.066592756745816
2407,76,4,636,942,2,3,200.0,170.02646852769718
2706,125,8,2420,960,2,3,200.66666666666663,375.5582511408849
2572,197,21,1018,702,4,3,210.0,187.3606148580859
2547,89,29,912,845,4,3,156.66666666666666,313.68296096536704
2394,84,16,664,1065,16,3,183.33333333333331,30.066592756745816
2389,264,14,630,969,3,3,210.33333333333331,67.06713054842886
2408,79,5,607,912,2,3,198.66666666666663,192.00260414900626
2317,50,21,120,964,3,3,168.0,127.47156545677157
2301,72,20,60,960,3,3,171.33333333333334,65.79513659838392
2598,27,2,3078,1271,10,3,201.66666666666663,30.59411708155671
2672,221,30,2787,1206,4,3,207.66666666666663,160.86329600005092
2714,260,7,2613,1172,2,3,208.66666666666663,279.69268849936
2542,215,35,1816,404,4,3,202.33333333333331,39.698866482558415
2402,73,13,646,1057,10,3,186.66666666666663,60.207972893961475
2365,208,15,607,979,3,3,212.66666666666663,0.0
2396,270,12,600,930,3,3,209.0,108.46197490364999
2398,90,9,570,871,2,3,193.66666666666663,211.36697944570244
2398,69,17,330,1034,10,3,178.0,353.46428390998716
2643,219,33,2809,1180,4,3,205.33333333333331,112.36102527122117
2587,338,4,1974,566,10,3,201.66666666666663,90.13878188659973
2518,131,21,1861,469,10,3,188.0,0.0
2567,114,27,1215,469,4,3,170.33333333333334,109.27488274987991
2473,58,20,750,1034,10,3,170.66666666666666,207.6174366473105
2448,54,18,700,1121,10,3,175.66666666666663,144.4714504668656
2361,101,22,589,983,16,3,175.66666666666663,30.01666203960727
2598,214,23,2919,1172,4,3,211.66666666666663,30.805843601498726
2696,169,10,2452,1044,4,3,206.66666666666663,355.7105564922132
2678,121,10,2279,875,2,3,198.0,372.29289544658246
2579,212,34,1627,351,4,3,203.33333333333331,152.59423318068085
2502,86,20,785,959,10,3,174.33333333333337,302.9075766632456
2477,64,19,726,1044,4,3,174.33333333333337,227.6686188300882
2403,95,15,591,1008,4,3,186.33333333333331,123.9395013706284
2402,86,7,510,812,2,3,197.0,248.58197842965205
2378,108,11,510,812,2,3,194.33333333333331,134.05968819895114
2583,223,12,2942,1150,4,3,212.66666666666663,0.0
2684,162,10,2358,969,4,3,205.66666666666663,368.70177650778953
2682,145,10,2329,942,4,3,203.0,374.256596468252
2614,88,26,2069,700,4,3,162.66666666666666,220.8800579500105
2506,99,25,1107,576,4,3,169.66666666666666,32.31098884280702
2508,237,21,1008,674,2,3,212.66666666666663,44.598206241955516
2425,82,13,604,1041,4,3,187.0,177.22584461641028
2583,174,17,2877,1106,4,3,206.0,0.0
2688,177,26,2554,1084,4,3,201.33333333333331,263.9564357995463
2678,174,11,2350,981,4,3,207.66666666666663,339.91175325369375
2664,101,12,2205,845,2,3,191.33333333333331,358.6153928653928
2637,94,18,2118,767,4,3,180.0,291.2541845192958
2514,195,25,1301,443,4,3,207.33333333333331,32.69556544854363
2493,239,15,1015,666,4,3,213.33333333333331,0.0
2493,52,14,700,1036,10,3,182.0,294.15982050579237
2402,94,17,537,960,4,3,183.33333333333331,126.17844506887855
2418,315,3,480,787,2,3,204.0,220.42912693199145
2383,88,17,451,751,2,3,180.33333333333331,192.21082175569617
2601,68,20,3019,1120,11,3,172.33333333333337,109.48972554536796
2513,220,24,1651,457,4,3,211.66666666666663,43.41658669218482
2502,212,17,949,732,2,3,213.0,42.95346318982906
2513,68,10,743,966,2,3,190.66666666666663,271.7517249255283
2508,48,13,721,993,2,3,185.33333333333331,299.2072860075436
2465,61,23,618,1084,10,3,165.0,265.6633207652121
2402,265,19,450,792,3,3,209.0,130.3878828726044
2419,196,4,450,759,2,3,207.33333333333331,220.7351353998724
2575,112,11,2895,1055,4,3,195.33333333333331,60.29925372672534
2653,177,32,2512,1027,4,3,194.33333333333331,209.124364912365
2659,177,28,2395,1048,4,3,199.33333333333331,261.9637379485947
2548,60,24,1871,616,4,3,161.66666666666666,137.53908535394584
2535,188,30,1471,450,4,3,201.0,140.00357138301865
2506,124,24,1332,474,4,3,181.0,42.04759208325728
2498,214,24,1249,510,4,3,211.33333333333331,30.01666203960727
2493,195,7,957,726,4,3,209.0,0.0
2515,24,14,700,1006,2,3,184.33333333333331,280.9590717524529
2464,52,23,576,1041,10,3,163.33333333333334,284.98771903364536
2392,87,20,470,895,4,3,174.66666666666663,105.55093557141026
2403,50,11,390,691,2,3,188.33333333333331,278.5139134765084
2359,84,12,350,713,2,3,189.0,120.26637102698326
2325,61,9,234,1176,2,3,192.33333333333331,261.9637379485947
2580,81,15,2920,1034,10,3,184.33333333333331,95.00526301210897
2642,177,32,2359,1026,4,3,193.66666666666663,237.4721036248258
2543,56,25,1834,618,4,3,158.33333333333334,132.85330255586422
2515,161,25,1376,488,4,3,195.66666666666663,108.0
2522,345,7,700,994,2,3,198.66666666666663,240.14995315427402
2346,99,17,408,816,16,3,184.33333333333331,0.0
2552,238,27,2796,977,4,3,209.66666666666663,0.0
2571,57,21,1885,680,4,3,168.66666666666666,201.45719148245863
2484,186,25,1566,524,4,3,205.0,30.0
2471,160,19,1254,552,4,3,201.0,0.0
2544,251,14,2792,947,10,3,211.66666666666663,0.0
2573,201,33,2673,932,4,3,202.0,45.69463863518345
2593,189,34,2436,947,4,3,196.66666666666663,136.8941196691808
2525,76,18,1732,618,4,3,178.0,111.08555261599052
2473,126,16,1587,560,10,3,192.66666666666663,0.0
2513,249,14,708,973,2,3,212.33333333333331,156.60459763365824
2529,274,11,661,1024,2,3,208.33333333333331,199.7223072167954
2570,68,30,2847,931,10,3,147.33333333333334,69.3757882838098
2556,243,10,2758,912,10,3,211.0,32.31098884280702
2515,113,13,1695,631,4,3,193.66666666666663,108.77959367454909
2489,172,14,926,785,4,3,206.66666666666663,68.4470598345904
2559,52,27,2813,895,10,3,153.33333333333334,68.65857557508748
2564,184,21,2042,870,4,3,207.0,188.2153022471871
2570,186,13,1895,768,4,3,209.33333333333331,211.10187114282053
2455,204,18,1167,658,4,3,212.0,30.01666203960727
2519,116,18,553,1050,2,3,187.0,234.30749027719963
2550,80,16,2720,849,10,3,181.66666666666663,42.2965719651132
2544,184,27,2274,902,4,3,202.33333333333331,92.89241088485109
2494,102,17,1624,664,4,3,185.0,110.02272492535349
2466,158,9,1448,631,4,3,205.33333333333331,30.265491900843113
2457,159,19,1361,633,4,3,200.0,0.0
2444,137,30,1044,741,4,3,177.33333333333337,46.51881339845203
2468,96,18,847,870,4,3,182.33333333333331,30.59411708155671
2400,106,27,342,811,4,3,166.66666666666666,162.69296235547498
2528,109,9,2627,811,10,3,196.66666666666663,42.579337712087536
2523,117,13,2597,810,10,3,194.33333333333331,32.31098884280702
2514,210,10,2538,812,10,3,211.66666666666663,33.54101966249684
2530,43,18,2594,780,10,3,175.66666666666663,60.207972893961475
2524,129,9,2385,808,10,3,200.0,0.0
2520,180,16,2266,847,4,3,208.0,30.4138126514911
2459,248,26,882,876,4,3,209.0,66.64082832618455
2621,98,8,2737,845,2,3,196.0,285.4645336990219
2518,123,5,2352,787,10,3,202.0,0.0
2517,148,6,2322,797,10,3,204.33333333333331,0.0
2459,8,13,1342,722,10,3,188.66666666666663,42.04759208325728
2449,185,28,674,1040,4,3,202.33333333333331,0.0
2507,206,19,537,1048,2,3,212.0,155.76905982896602
2497,131,19,484,993,4,3,191.66666666666663,212.4241040936739
2506,180,21,1782,845,4,3,206.0,60.13318551349163
2469,346,19,1307,755,10,3,183.66666666666663,85.84287972802403
2448,57,12,1100,808,10,3,187.33333333333331,0.0
2448,133,19,808,960,4,3,191.33333333333331,68.8839603971781
2438,176,22,693,1040,4,3,203.33333333333331,31.622776601683793
2355,81,14,192,666,4,3,185.0,87.80091115700337
2598,76,15,2649,713,11,3,182.33333333333331,207.87015177749788
2523,40,16,2377,721,10,3,179.66666666666663,67.1863081289633
2509,66,15,2287,752,10,3,182.0,60.530983801686226
2485,87,10,2197,793,10,3,192.66666666666663,42.7551166528639
2480,63,7,1570,800,4,3,195.33333333333331,30.265491900843113
2415,211,22,626,1103,4,3,212.0,34.48187929913333
2468,116,26,402,914,4,3,173.33333333333337,270.0166661522951
2438,114,29,350,859,4,3,167.33333333333334,316.98738145232215
2526,32,22,2315,713,10,3,166.33333333333334,90.35485598461214
2497,334,6,1776,899,4,3,200.66666666666663,0.0
2500,0,4,1746,886,4,3,200.33333333333331,30.14962686336267
2486,38,11,1657,854,4,3,188.33333333333331,0.0
2494,0,10,1209,830,2,3,194.0,144.4714504668656
2442,76,19,972,912,2,3,175.0,64.62197768561404
2470,132,20,418,930,4,3,190.33333333333331,240.05207768315609
2601,205,9,2601,685,2,3,210.33333333333331,305.1819129633996
2491,13,12,1565,859,10,3,188.33333333333331,0.0
2484,19,17,1505,849,10,3,179.66666666666663,30.14962686336267
2480,337,10,1355,841,10,3,196.33333333333331,124.67958934805648
2432,71,21,938,953,2,3,169.66666666666666,44.27188724235731
2562,24,26,2372,636,10,3,158.33333333333334,159.20113064925135
2510,16,25,2102,768,10,3,161.66666666666666,96.56603957913983
2501,25,11,1682,920,10,3,189.33333333333331,30.066592756745816
2493,15,17,1503,878,10,3,178.66666666666663,60.530983801686226
2472,49,20,1084,920,2,3,171.33333333333334,122.37646832622684
2426,53,10,904,994,10,3,190.66666666666663,42.01190307520001
2393,104,24,256,769,4,3,173.0,202.8324431643025
2340,151,12,108,604,4,3,203.0,109.32977636490436
2546,16,23,2251,659,10,3,166.0,184.23083346714796
2543,17,25,2191,691,10,3,162.66666666666666,150.2664300500947
2503,359,17,1591,924,10,3,183.0,61.39218191268331
2491,21,14,1381,900,10,3,184.0,151.90786681406595
2433,60,18,752,1099,10,3,175.33333333333337,60.29925372672534
2422,72,24,722,1116,4,3,164.33333333333334,62.0966987850401
2396,102,13,663,1153,14,3,191.33333333333331,0.0
2536,20,24,2100,722,10,3,163.66666666666666,161.92899678562824
2540,315,35,1860,900,10,3,168.0,126.49110640673517
2519,5,24,1680,977,10,3,168.0,91.98369420718001
2563,21,21,2190,642,10,3,171.33333333333334,209.3895890439637
2575,225,10,2457,566,2,3,212.0,409.1210089936717
2561,17,22,2100,679,10,3,167.66666666666666,226.92730113408567
2556,11,24,2040,722,10,3,165.66666666666666,220.42912693199145
2541,17,28,1920,816,10,3,154.0,187.3606148580859
2546,7,27,1650,1026,10,3,160.66666666666666,159.76545308670458
2532,18,19,1530,1001,10,3,175.66666666666663,158.66001386612822
2469,354,25,841,1128,4,3,169.0,155.502411556863
2399,254,31,573,1057,4,3,204.0,30.4138126514911
2574,249,8,2389,484,2,3,210.33333333333331,427.68446312673086
2538,21,16,1443,1052,10,3,181.0,246.71440979399642
2336,29,17,150,607,14,3,178.33333333333337,0.0
2598,15,19,2133,595,10,3,175.33333333333337,324.2360251421794
2574,307,28,1894,793,10,3,185.0,278.0287754891569
2583,14,18,1684,981,10,3,177.0,253.9468448317482
2536,44,13,1116,1113,4,3,184.66666666666663,348.1738071710737
2454,99,30,730,1201,4,3,158.0,134.16407864998737
2549,241,17,2348,509,4,3,213.0,312.62117650600703
2606,243,10,2279,390,2,3,211.0,409.56562355744654
2597,20,15,1776,886,10,3,183.33333333333331,286.89545134072796
2582,27,18,1597,1053,10,3,175.33333333333337,285.243755409299
2385,127,28,390,841,4,3,174.66666666666663,127.81236246936366
2585,211,18,2260,335,4,3,212.66666666666663,461.88526713892924
2608,32,13,1809,847,10,3,184.33333333333331,319.7889929312765
2601,18,15,1690,959,10,3,183.33333333333331,300.0
2511,40,11,918,1237,4,3,187.66666666666663,312.23388669393336
2423,139,14,513,960,4,3,198.66666666666663,94.5568612000208
2351,106,19,350,780,4,3,183.0,60.8276253029822
2557,213,15,2274,404,2,3,212.66666666666663,315.2919282189127
2602,232,19,2215,350,4,3,213.33333333333331,483.1935430032152
2623,18,12,2140,541,2,3,187.66666666666663,417.137866897744
2613,33,12,1812,836,10,3,187.66666666666663,349.7570585420686
2590,38,17,1544,1092,10,3,178.0,240.25195108468944
2567,20,14,1426,1170,10,3,184.0,249.3290997858052
2623,32,11,2084,577,2,3,189.66666666666663,438.953300477397
2572,220,24,2165,268,4,3,211.33333333333331,417.3691411688219
2617,25,10,1702,931,2,3,191.33333333333331,234.48027635602958
2581,24,15,1436,1194,2,3,183.0,191.049731745428
2574,40,4,1259,1239,2,3,199.33333333333331,268.36542251191753
2531,53,14,1026,1290,4,3,182.66666666666663,330.71135450721977
2537,174,19,2170,258,4,3,205.33333333333331,279.4011453090341
2533,151,27,2151,212,4,3,188.33333333333331,332.5672864248677
2569,219,26,2131,258,4,3,211.0,387.3615881834439
2461,86,23,808,1236,4,3,168.0,194.23954283306992
2519,147,29,2121,182,4,3,184.33333333333331,306.13885738337757
2510,169,27,2117,180,4,3,196.33333333333331,326.16713507035007
2574,128,6,1273,1299,2,3,202.0,216.18741869035765
2628,90,3,1947,618,2,3,201.33333333333331,437.65854270195615
2518,217,31,2046,170,4,3,207.0,287.1375976774898
2624,202,14,2002,379,4,3,211.66666666666663,355.287207762959
2624,106,7,1725,908,2,3,198.66666666666663,151.32745950421557
2550,136,15,1148,1383,2,3,197.0,210.00952359357422
2373,320,30,408,636,10,3,175.33333333333337,68.0
2494,223,31,2018,127,4,3,207.33333333333331,256.1893830743187
2617,198,18,1974,371,4,3,211.0,329.09725006447565
2383,264,15,661,1019,14,3,210.0,32.31098884280702
2631,96,2,1784,812,2,3,202.66666666666663,213.71242359769354
2525,141,13,1115,1455,4,3,199.66666666666663,150.2131818450032
2522,164,10,1087,1463,4,3,206.0,150.08331019803634
2367,348,21,510,769,10,3,178.33333333333337,31.953090617340916
2491,215,34,1948,182,4,3,203.66666666666663,191.3765920900464
2594,193,24,1907,391,4,3,207.66666666666663,288.0624932197873
2608,200,17,1879,481,4,3,211.66666666666663,346.77081768799405
2375,0,26,566,836,10,3,164.0,62.93647591023825
2412,330,25,495,671,10,3,178.66666666666663,123.54756169184401
2424,342,18,484,618,11,3,185.33333333333331,168.60901518009052
2521,122,16,1167,1507,4,3,191.0,90.19977827023745
2413,103,24,834,1187,4,3,172.33333333333337,30.805843601498726
2374,141,9,700,1015,14,3,202.33333333333331,0.0
2459,225,6,1959,331,16,3,209.66666666666663,0.0
2602,82,8,1622,1050,2,3,194.33333333333331,60.00833275470999
2442,353,13,543,649,11,3,189.66666666666663,212.0471645648675
2459,58,3,1930,335,10,3,200.66666666666663,30.0
2442,161,17,1914,247,16,3,202.66666666666663,0.0
2456,124,14,1884,67,2,3,195.0,108.90362712049586
2443,197,18,1866,134,2,3,210.66666666666663,96.5090669315583
2626,203,8,1694,752,2,3,209.66666666666663,285.84786163272236
2553,144,7,1383,1321,2,3,203.66666666666663,0.0
2440,90,14,990,1348,4,3,187.0,0.0
2382,29,18,765,1064,10,3,176.33333333333337,42.2965719651132
2447,346,9,552,642,11,3,196.66666666666663,252.54900514553606
2452,202,11,1869,150,2,3,211.0,42.42640687119285
2445,114,17,1850,90,2,3,187.66666666666663,95.13148795220224
2433,31,12,960,1300,10,3,186.33333333333331,30.01666203960727
2404,35,22,849,1159,10,3,165.66666666666666,60.207972893961475
2434,319,34,700,939,10,3,168.33333333333334,141.76741515595182
2446,225,6,1842,192,16,3,209.66666666666663,0.0
2583,215,28,1710,582,4,3,209.0,340.4776057246644
2610,208,18,1651,730,4,3,212.33333333333331,335.0537270349339
2466,1,22,633,799,10,3,172.33333333333337,244.18026128252055
2464,25,15,582,750,10,3,181.66666666666663,265.0056603169072
2443,323,5,1816,234,16,3,203.0,0.0
2440,161,14,1795,153,2,3,204.33333333333331,31.32091952673165
2431,214,25,1761,283,4,3,210.66666666666663,0.0
2519,121,11,1291,1478,4,3,196.66666666666663,61.61168720299745
2429,339,29,799,1047,10,3,167.0,158.11388300841898
2457,241,2,492,700,4,3,206.33333333333331,325.0876804802052
2432,172,14,1766,182,16,3,206.66666666666663,0.0
2483,118,14,1182,1528,4,3,193.66666666666663,93.68030742904295
2464,62,11,1041,1359,2,3,188.0,120.20399327809372
2448,39,13,955,1249,2,3,184.66666666666663,150.56227947264878
2441,40,16,934,1222,2,3,178.66666666666663,150.26975743641833
2458,73,26,1777,366,10,3,158.0,62.36184731067546
2407,214,14,1702,319,16,3,213.0,31.953090617340916
2517,219,30,1651,524,4,3,208.33333333333331,199.28873525616044
2592,196,26,1544,808,4,3,207.0,376.10769734213096
2448,53,10,957,1234,2,3,190.0,180.46883387443938
2449,354,11,900,1154,2,3,193.33333333333331,181.22085972646747
2459,323,22,1736,339,10,3,187.0,0.0
2463,26,23,1727,300,10,3,165.66666666666666,63.90618123468183
2537,222,31,1579,674,4,3,206.66666666666663,256.26743843102656
2545,188,28,1530,741,4,3,203.33333333333331,268.07648162418127
2567,202,28,1465,882,4,3,206.66666666666663,355.9845502265513
2551,123,33,1368,1172,4,3,164.0,242.00206610688264
2513,182,20,1328,1377,4,3,206.66666666666663,183.56470248934025
2529,187,28,1503,752,4,3,202.33333333333331,238.29603437741048
2502,150,25,1318,1266,4,3,191.33333333333331,232.79390026373113
2451,359,22,1618,331,10,3,174.0,122.78436382536663
2486,207,32,1509,659,4,3,204.33333333333331,140.470637501223
2523,201,28,1436,847,4,3,206.66666666666663,260.2921435618063
2482,183,23,1277,1332,4,3,205.33333333333331,251.10356429170812
2436,175,17,1188,1476,2,3,206.33333333333331,255.1960031034969
2457,69,20,1565,390,10,3,173.0,156.7322557739791
2496,186,26,1436,805,4,3,204.66666666666663,190.9685838037241
2503,204,27,1422,832,4,3,207.66666666666663,213.7755832643195
2471,166,26,1253,1310,4,3,196.66666666666663,287.7724795737077
2439,141,22,1230,1570,4,3,191.33333333333331,288.9792380085462
2446,200,19,726,1087,2,3,211.0,375.0
2406,180,6,1507,531,10,3,207.66666666666663,30.066592756745816
2501,204,28,1369,899,4,3,207.0,231.10170921046864
2421,145,20,1200,1557,4,3,194.66666666666663,272.8094573140748
2423,245,11,1082,1399,2,3,211.66666666666663,339.83819679370947
2434,197,16,752,1129,2,3,211.0,342.8541964159109
2438,190,20,693,1084,2,3,209.0,337.25064862799
2530,28,22,1544,446,10,3,168.0,129.40247292845683
2456,219,35,1397,782,4,3,203.0,97.12878049270464
2516,180,34,1262,1103,4,3,193.33333333333331,279.42798714516766
2445,158,21,1194,1328,4,3,198.66666666666663,292.26357966739545
2541,27,24,1515,474,10,3,162.0,149.81655449248592
2413,267,15,1110,1456,2,3,209.33333333333331,327.2491405641885
2419,182,17,720,1146,2,3,208.0,281.04092228712886
2527,21,29,1471,481,10,3,151.0,262.26894593146176
2480,174,27,1187,1182,4,3,198.66666666666663,225.21101216414795
2418,137,15,871,1279,2,3,197.0,278.84224930953343
2561,23,26,1451,524,10,3,158.33333333333334,195.72429588581997
2412,50,17,1388,624,10,3,176.0,124.14507642270796
2401,234,20,1328,787,16,3,213.0,0.0
2444,205,26,1261,957,4,3,208.33333333333331,114.49017425089369
2461,177,28,1198,1087,4,3,199.33333333333331,162.92636373527768
2414,147,17,1100,1387,4,3,198.33333333333331,196.5400722499104
2579,353,22,1442,591,10,3,176.33333333333337,91.54780172128658
2510,49,32,1388,553,10,3,140.66666666666666,314.02706889693445
2388,183,5,1310,785,10,3,207.0,43.68065933568311
2420,2,21,1291,750,10,3,173.33333333333337,151.6047492659778
2420,178,23,1127,1107,4,3,203.66666666666663,61.84658438426491
2420,194,23,1082,1209,4,3,208.33333333333331,92.64987857520376
2588,26,16,1323,631,11,3,179.33333333333337,319.95312156626943
2514,47,34,1291,664,10,3,133.66666666666666,318.5105963700423
2438,62,28,1269,726,4,3,151.33333333333334,218.65955272980872
2412,35,18,1205,891,10,3,175.33333333333337,67.89698078707183
2589,33,18,1283,661,11,3,175.33333333333337,389.07068766485094
2446,61,30,1239,752,4,3,147.33333333333334,246.71440979399642
2421,44,23,1177,912,10,3,162.33333333333334,87.32124598286491
2407,27,6,1128,1045,10,3,196.0,30.14962686336267
2404,194,15,1015,1266,4,3,210.66666666666663,42.95346318982906
2488,71,34,1218,752,4,3,138.33333333333334,311.53811965793204
2441,36,28,1158,914,10,3,150.33333333333334,133.15029102484155
2395,211,1,997,1256,16,3,205.66666666666663,0.0
2464,40,31,1138,918,4,3,144.0,181.29809706668186
2432,35,32,1110,977,10,3,139.33333333333334,127.12198865656563
2612,40,17,1194,751,11,3,176.66666666666663,427.0281021197551
2454,23,32,1055,1061,10,3,143.66666666666666,129.24395537122808
2410,28,18,953,1266,10,3,176.0,43.174066289845804
2402,33,10,930,1315,10,3,190.33333333333331,30.066592756745816
2493,326,29,1116,872,10,3,172.33333333333337,346.87894141904894
2646,52,12,1150,815,11,3,187.33333333333331,349.4967811010568
2521,45,36,1064,973,4,3,127.66666666666669,284.541736833105
2498,33,32,1044,1008,10,3,141.33333333333334,246.61711213944582
2469,18,25,977,1167,10,3,162.66666666666666,165.10905486980417
2554,337,25,1050,967,10,3,176.66666666666663,353.79372521287036
2503,35,32,1006,1050,10,3,140.0,261.4670151281037
2470,35,21,927,1231,10,3,169.33333333333334,168.25278600962304
2444,49,22,886,1298,10,3,166.66666666666666,124.01612798341996
2587,93,24,1057,883,4,3,168.33333333333334,566.460060374957
2491,29,23,918,1209,10,3,163.33333333333334,197.7978766316767
2521,37,30,940,1116,10,3,145.0,229.65191050805564
2645,79,8,1027,932,11,3,195.0,448.90644905146996
2560,309,27,964,1020,4,3,185.66666666666663,391.94514922371474
2583,320,15,960,1047,4,3,196.33333333333331,335.3818719012702
2558,41,29,930,1107,10,3,149.66666666666666,237.56472802164888
2433,33,22,752,1448,10,3,166.33333333333334,0.0
2664,64,7,1026,983,11,3,195.33333333333331,363.5519220138989
2646,81,8,997,962,11,3,195.0,468.62565017292854
2642,86,8,994,960,11,3,196.0,490.35497346310257
2638,89,9,992,960,11,3,193.66666666666663,510.72986989209863
2577,36,20,914,1116,10,3,170.0,242.99794237811975
2569,39,26,902,1132,10,3,157.33333333333334,218.07338214463496
2545,20,32,845,1237,10,3,143.33333333333334,111.57060544785082
2446,23,25,725,1468,10,3,159.33333333333334,30.265491900843113
2675,62,10,1015,1026,11,3,189.33333333333331,324.5812687140156
2575,331,30,836,1224,10,3,169.0,110.63453348751464
2556,27,30,808,1279,10,3,145.66666666666666,69.12307863514182
2455,5,25,674,1489,10,3,165.33333333333334,87.80091115700337
2626,79,15,924,1022,11,3,183.0,594.7570932742207
2566,43,15,900,1055,4,3,180.33333333333331,515.0582491330471
2539,40,29,760,1360,10,3,148.0,39.698866482558415
2519,43,30,741,1401,10,3,145.0,0.0
2467,5,24,636,1465,10,3,168.0,131.47243057006287
2598,57,18,875,1065,11,3,174.66666666666663,601.0008319461796
2552,47,26,730,1383,10,3,156.66666666666666,0.0
2676,43,11,911,1100,11,3,188.33333333333331,418.07774396635847
2585,315,22,759,1282,10,3,190.0,91.0823802938856
2580,59,21,713,1368,10,3,168.66666666666666,0.0
2518,43,27,659,1383,10,3,152.33333333333334,60.0
2502,17,24,631,1388,10,3,164.66666666666666,85.28774824088158
2611,17,10,765,1262,10,3,191.66666666666663,182.33211456021672
2521,30,26,618,1355,10,3,157.0,95.02105029939419
2572,54,20,641,1320,10,3,169.33333333333334,85.28774824088158
2565,49,20,636,1320,10,3,170.66666666666666,90.35485598461214
2691,97,11,859,1208,11,3,192.66666666666663,404.96913462633177
2570,106,28,750,1201,4,3,165.66666666666666,518.8111409752107
2585,229,28,722,1254,4,3,209.66666666666663,342.28642976314444
2623,49,14,655,1302,10,3,183.0,97.74456506629922
2589,48,23,618,1291,10,3,163.66666666666666,95.524865872714
2558,32,21,600,1291,10,3,168.0,124.1974234837422
2660,51,12,755,1200,11,3,186.66666666666663,633.4177136771594
2628,86,18,742,1203,11,3,179.0,700.559776179021
2628,42,12,626,1273,10,3,186.33333333333331,127.12198865656563
2658,108,12,722,1230,11,3,192.66666666666663,674.3270719762036
2575,112,27,691,1253,4,3,169.0,560.5140497793075
2627,335,7,618,1253,4,3,200.33333333333331,177.0706073858674
2555,56,20,499,1239,4,3,171.0,216.0208323287363
2634,292,10,579,1218,4,3,205.33333333333331,193.0181338631166
2634,27,13,560,1209,10,3,185.66666666666663,183.1829686406463
2629,124,21,660,1291,4,3,186.0,706.4573589396603
2560,221,32,600,1243,4,3,206.33333333333331,344.2165016381405
2634,138,12,513,1173,10,3,200.33333333333331,212.73457640919588
