Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Horizontal_Distance_To_Fire_Points,SoilType,WildernessArea,Average_Hillshade
2499,69,6,30,1,1224,1366,17,3,196.66666666666666
2500,42,13,60,3,1253,1357,17,3,185.0
2506,188,15,85,20,1146,1159,4,3,209.66666666666666
3402,326,17,516,76,1570,765,39,3,192.33333333333334
3437,38,11,402,88,3153,1343,37,3,188.33333333333334
2654,57,11,0,0,2608,1061,20,3,188.66666666666666
2667,112,7,42,-2,1950,1697,32,3,199.33333333333334
2625,81,10,300,106,1466,1828,2,3,192.33333333333334
2583,51,12,192,76,1383,1666,10,3,186.0
3383,315,18,458,74,1451,908,39,3,194.33333333333334
3244,30,15,150,39,3511,2250,31,3,181.33333333333334
2687,135,5,120,9,2105,1768,32,3,203.33333333333334
3209,72,26,323,40,1295,1290,30,1,157.66666666666666
3281,39,15,300,116,3510,2098,39,3,181.66666666666666
3262,41,18,210,68,3540,2184,31,3,174.0
3198,90,24,285,29,1273,1261,30,1,168.33333333333334
2708,33,5,451,30,2376,1621,32,3,198.33333333333334
2704,63,3,391,26,2333,1681,32,3,200.33333333333334
2586,47,20,216,76,1443,1589,2,3,170.66666666666666
2488,58,14,30,3,1296,1208,4,3,182.66666666666666
3249,84,16,319,80,1397,1383,30,1,183.33333333333334
2843,49,22,306,171,1226,769,13,3,166.66666666666666
3263,342,13,108,31,3600,2460,31,3,193.0
2621,110,13,362,76,1571,1820,2,3,193.0
2508,305,32,108,53,743,551,10,3,179.66666666666666
3426,110,11,768,193,2106,1642,35,1,195.0
3286,95,13,408,120,1550,1535,39,1,190.33333333333334
2870,352,16,408,198,1127,671,32,3,185.33333333333334
2850,63,26,295,178,1237,780,13,3,158.0
2784,264,32,313,135,1907,1383,13,3,199.33333333333334
3405,275,15,577,110,1539,870,39,3,208.0
2602,59,12,268,92,1499,1578,2,3,186.33333333333334
2471,174,5,30,-3,1047,902,4,3,206.66666666666666
2467,324,6,0,0,841,674,17,3,201.66666666666666
2856,75,28,285,184,1249,792,13,3,154.33333333333334
3387,297,9,569,99,1482,960,39,3,204.66666666666666
3417,39,18,540,68,3400,1461,39,3,175.33333333333334
2701,22,11,242,23,2278,1860,32,3,189.66666666666666
2673,171,7,120,26,1907,1866,4,3,207.0
2651,60,17,228,12,1837,1889,11,3,177.33333333333334
3417,108,9,703,184,2089,1651,35,1,196.33333333333334
2813,96,30,190,141,1343,886,13,3,156.33333333333334
3390,311,10,553,51,1500,962,39,3,202.0
2695,29,10,162,16,2208,1930,32,3,191.0
2680,31,11,120,9,2105,1902,10,3,188.0
2610,121,7,297,-11,1772,1950,11,3,200.33333333333334
2615,105,9,283,70,1650,1809,2,3,196.0
2596,202,12,242,51,1599,1690,2,3,211.33333333333334
2602,166,8,240,80,1566,1600,4,3,206.33333333333334
3474,117,6,907,241,2389,1397,35,1,200.33333333333334
3367,111,20,532,134,1805,1772,39,1,182.66666666666666
2671,278,5,108,28,1939,1931,4,3,206.66666666666666
2473,47,9,42,3,1008,883,17,3,191.33333333333334
2891,319,16,420,219,1142,708,32,3,195.66666666666666
2736,22,9,503,108,2567,1535,32,3,191.66666666666666
2612,90,15,234,-9,1839,2001,11,3,184.66666666666666
2557,313,24,192,91,649,495,10,3,188.33333333333334
3458,149,10,824,225,2343,1471,35,1,203.66666666666666
3438,78,15,726,205,2226,1521,39,1,183.0
3404,135,6,595,171,2052,1597,35,1,202.66666666666666
3224,79,25,175,58,1426,1377,30,1,162.33333333333334
3089,178,9,458,63,2249,1579,32,3,208.0
3403,306,10,466,64,1556,972,38,3,203.33333333333334
3415,292,14,454,76,1602,912,38,3,204.66666666666666
3479,69,7,684,130,3435,1224,37,3,195.0
2745,357,5,430,98,2652,1448,32,3,199.66666666666666
2696,24,11,210,25,2182,1991,32,3,189.0
2646,86,27,170,24,1897,2018,4,3,159.0
2886,90,28,330,214,1249,816,13,3,157.66666666666666
3153,212,4,90,18,916,1633,23,3,208.33333333333334
3480,68,7,713,131,3463,1216,37,3,195.33333333333334
2744,324,4,362,87,2737,1362,32,3,202.66666666666666
2748,13,9,497,110,2631,1511,32,3,192.66666666666666
2695,37,10,162,41,2162,2014,10,3,190.66666666666666
2536,318,7,108,31,1179,1082,10,3,202.66666666666666
3467,85,10,722,118,3520,1324,37,3,191.66666666666666
2703,34,10,228,49,2218,2048,32,3,190.33333333333334
2898,88,22,360,226,1243,830,32,3,172.0
3467,148,9,755,118,3501,1289,37,3,203.66666666666666
2653,82,13,85,7,2148,2070,10,3,187.33333333333334
2554,160,11,67,9,1717,1680,4,3,204.66666666666666
2520,344,12,42,4,1371,1290,17,3,193.33333333333334
3367,126,21,446,134,2002,1539,39,1,185.66666666666666
3428,157,14,552,126,2140,426,38,3,203.33333333333334
3412,196,7,175,19,2864,458,40,3,209.0
2756,357,16,361,72,2843,1318,32,3,184.33333333333334
2613,43,10,30,4,2117,2108,10,3,190.66666666666666
2627,211,20,30,5,2047,2121,17,3,212.33333333333334
3335,134,31,384,102,1956,1548,39,1,173.66666666666666
3268,128,12,285,70,1624,1558,29,1,198.0
3371,353,13,760,100,1234,1677,38,3,189.66666666666666
3397,175,9,240,0,2442,300,38,3,207.66666666666666
3398,187,8,0,0,2711,424,38,3,208.66666666666666
3334,11,15,395,95,3270,2379,32,3,183.0
2767,351,12,450,90,2800,1412,32,3,192.66666666666666
2608,82,11,95,14,1976,2041,4,3,190.0
2538,337,22,95,14,1348,1291,10,3,181.66666666666666
2551,344,15,150,35,1273,1201,10,3,188.66666666666666
2570,119,18,283,134,300,190,4,3,188.33333333333334
2848,316,17,162,50,3187,446,10,3,195.0
2773,355,10,492,96,2801,1448,32,3,194.0
2533,97,4,30,-3,1489,1473,17,3,201.0
3372,344,16,874,101,1195,1905,38,3,188.0
3386,351,14,787,47,1315,1630,38,3,189.33333333333334
3351,20,13,451,112,3210,2345,32,3,185.33333333333334
2534,329,10,67,-2,1449,1445,10,3,199.0
2571,317,12,335,101,700,641,2,3,199.33333333333334
3136,90,14,216,-32,1224,1114,29,1,186.0
3043,39,13,1218,245,2899,1064,31,3,184.0
2780,358,5,424,68,2949,1319,32,3,199.0
3363,125,31,402,130,2112,1381,39,1,168.0
3412,359,9,430,73,1560,1300,38,3,194.66666666666666
3409,104,2,234,70,1718,1075,38,3,202.66666666666666
3383,162,12,390,19,2347,457,38,3,205.33333333333334
3382,184,10,362,18,2398,437,38,3,208.66666666666666
3095,52,16,1318,226,2911,1328,32,3,178.33333333333334
2873,342,8,268,75,3273,553,32,3,199.0
2816,63,16,120,37,3270,757,24,3,179.0
2559,125,9,42,5,1756,1809,4,3,199.33333333333334
3388,190,7,134,-4,2911,424,38,3,208.33333333333334
3425,172,13,990,76,3354,1112,36,3,207.0
3378,36,15,543,139,3121,2251,39,3,182.0
3242,139,9,170,2,2917,765,23,1,202.33333333333334
3283,91,15,242,50,1999,1425,39,1,185.33333333333334
3216,337,5,277,35,376,1236,23,3,201.0
3382,166,12,366,128,2208,618,38,3,206.0
3425,203,12,990,76,3245,1350,38,3,211.33333333333334
2578,117,15,30,-6,1937,2024,17,3,191.66666666666666
2559,345,5,108,12,1566,1638,2,3,200.0
3315,92,21,313,82,2093,1345,39,1,175.0
3235,22,3,175,11,150,1237,32,3,201.33333333333334
3411,334,12,815,72,1423,1622,38,3,195.66666666666666
3425,16,9,371,86,1650,1273,38,3,193.33333333333334
2885,28,9,351,87,3363,624,32,3,191.66666666666666
2810,26,9,283,48,3204,1140,32,3,192.0
3405,348,13,1022,66,1320,1786,38,3,190.66666666666666
3372,180,5,30,0,2768,591,38,3,207.0
3373,197,6,0,0,2821,571,38,3,208.66666666666666
2590,202,5,503,120,679,698,2,3,208.33333333333334
3270,88,19,182,37,2012,1379,39,1,177.33333333333334
3413,349,13,990,74,1359,1745,38,3,191.33333333333334
3429,22,10,272,90,1752,1167,38,3,190.66666666666666
3350,115,22,42,11,1910,1015,39,3,180.66666666666666
3364,216,4,162,0,2605,571,38,3,208.0
3372,200,7,67,-3,2888,514,38,3,209.33333333333334
3404,156,10,1138,55,3290,992,38,3,204.33333333333334
3171,146,15,957,21,3121,2672,33,3,199.66666666666666
2559,315,6,85,3,1652,1771,2,3,203.33333333333334
3195,72,5,0,0,2608,920,23,1,198.0
3368,177,4,30,-1,2850,577,38,3,206.66666666666666
3233,139,13,658,19,2995,3059,32,3,199.66666666666666
3262,85,19,153,29,2014,1358,39,1,176.0
3073,270,11,60,16,1500,1682,23,3,209.33333333333334
3319,210,32,108,35,2143,836,39,3,204.33333333333334
3339,207,28,162,85,2188,816,39,3,208.33333333333334
3387,210,8,564,119,3449,150,31,3,210.33333333333334
3404,214,7,1140,55,3093,1385,38,3,210.0
2585,29,11,30,3,1900,2047,2,3,188.66666666666666
2564,344,7,134,2,1637,1783,2,3,199.0
2530,128,14,339,75,361,492,4,3,195.33333333333334
3432,343,9,962,93,1423,1677,38,3,197.33333333333334
3448,0,7,514,109,1693,1290,40,3,197.66666666666666
3448,0,7,484,109,1708,1266,40,3,197.66666666666666
3447,10,7,395,108,1756,1195,40,3,197.0
3391,156,9,1084,189,3208,1001,38,3,204.66666666666666
3403,200,6,1170,192,3055,1418,38,3,209.0
3343,128,17,787,104,2916,2554,33,3,192.66666666666666
2587,27,13,67,5,1865,2024,11,3,186.0
2579,31,11,150,7,1747,1907,11,3,188.66666666666666
2573,104,4,361,26,1339,1500,2,3,201.0
2880,250,35,295,129,2481,741,13,3,200.66666666666666
2992,261,9,0,0,2070,1307,21,3,209.66666666666666
3453,358,7,666,114,1650,1399,40,3,197.33333333333334
3358,229,9,60,7,2672,691,38,3,211.0
3406,170,12,800,167,2888,2138,38,3,207.0
2939,53,11,787,141,3255,793,10,3,187.66666666666666
3457,7,8,612,118,1704,1333,40,3,195.66666666666666
2577,36,4,319,23,1442,1632,2,3,199.0
2843,59,25,256,121,1844,757,33,3,160.33333333333334
3299,97,29,60,5,2123,799,39,3,159.66666666666666
3267,210,30,108,26,2270,702,39,3,207.0
3298,211,26,162,38,2357,671,39,3,210.0
3345,228,13,30,-5,2682,641,38,3,213.0
3378,155,12,992,176,3140,990,38,3,204.0
2674,103,23,162,35,2297,2542,11,3,174.33333333333334
2624,302,12,30,11,2117,2307,10,3,203.0
2576,45,3,382,24,1377,1584,2,3,201.0
3175,150,10,85,-4,2407,966,23,1,203.33333333333334
2846,74,25,247,124,1855,732,33,3,161.0
3260,102,27,30,-2,2186,741,39,3,165.33333333333334
3345,157,7,150,-20,2971,604,38,3,205.0
3233,128,13,577,117,2783,3303,33,3,196.33333333333334
2767,145,8,228,37,2611,2100,11,3,203.33333333333334
3237,190,8,30,-3,2270,671,22,3,209.0
2615,27,11,212,11,1842,2060,10,3,189.66666666666666
2578,58,4,424,22,1366,1605,2,3,198.66666666666666
2823,99,24,180,101,1934,649,13,3,170.66666666666666
3313,216,13,60,-5,2620,541,38,3,212.66666666666666
3321,210,12,0,0,2689,543,38,3,212.0
2861,99,19,270,139,1865,680,13,3,180.0
3330,93,31,162,67,2174,743,39,3,142.33333333333334
2977,0,16,696,179,3030,878,10,3,184.66666666666666
2850,97,23,240,128,1905,638,13,3,171.66666666666666
2836,91,24,210,114,1932,618,13,3,167.66666666666666
3289,240,19,0,0,2569,503,38,3,212.66666666666666
3354,174,12,1087,115,2713,1900,38,3,207.66666666666666
2586,41,10,492,22,1355,1639,11,3,190.66666666666666
3127,186,13,182,6,2084,641,22,1,209.33333333333334
3256,93,26,95,16,2297,618,39,3,164.66666666666666
3368,174,7,990,166,2780,1529,38,3,207.0
3243,120,22,558,127,2631,2732,33,3,182.33333333333334
2736,145,12,67,6,2467,2215,11,3,201.66666666666666
2656,348,18,42,9,2063,2440,10,3,183.33333333333334
2634,15,14,351,26,1742,2012,10,3,185.0
3211,210,23,488,-21,2089,1008,29,1,211.0
3338,180,12,789,136,2925,1115,33,3,208.33333333333334
3177,180,13,306,61,2580,3123,33,3,208.33333333333334
2741,93,10,95,11,2493,2173,11,3,193.66666666666666
2837,110,19,242,118,1947,573,13,3,183.66666666666666
2669,346,18,42,11,2059,2514,10,3,185.0
2546,87,9,466,43,1050,1415,17,3,194.66666666666666
2653,91,9,361,36,1789,2156,2,3,194.33333333333334
2644,108,6,430,29,1739,2072,2,3,200.0
3312,206,11,277,44,3174,607,38,3,211.33333333333334
3327,168,12,1106,145,2565,1937,39,3,206.66666666666666
2794,119,24,124,75,2069,446,13,3,179.0
3013,270,12,95,14,1848,1412,23,3,209.0
3131,270,1,488,67,1187,1099,23,3,205.0
3319,175,13,1104,145,2530,1974,31,3,207.66666666666666
2674,80,4,297,38,1813,2290,2,3,199.66666666666666
2868,71,33,153,68,752,677,29,1,139.66666666666666
3310,181,10,1150,194,2482,2098,31,3,208.66666666666666
3310,174,10,1090,194,2475,2155,31,3,207.66666666666666
2889,47,23,335,164,1897,618,33,3,163.66666666666666
3093,177,19,277,20,2431,3378,33,3,206.0
2595,47,8,360,56,1320,1724,4,3,193.66666666666666
2830,90,32,180,105,2055,457,13,3,150.0
3417,86,46,342,186,2405,607,39,3,118.0
3244,145,8,258,44,3037,277,22,3,203.33333333333334
3219,127,9,603,103,2377,2642,33,3,199.33333333333334
3072,178,22,331,41,2423,3175,33,3,204.33333333333334
3044,156,22,391,63,1849,1482,29,1,197.0
2934,51,28,360,209,1926,618,13,3,152.0
3233,190,13,366,33,3192,418,22,3,210.0
3304,173,17,541,102,2846,1018,36,3,206.0
3035,128,15,420,68,2563,2750,33,3,194.33333333333334
2829,192,13,674,99,2792,1871,10,3,210.33333333333334
2941,89,28,360,216,1944,612,13,3,158.33333333333334
2827,91,34,180,102,2089,437,13,3,143.66666666666666
2822,162,18,631,92,2725,1936,4,3,202.66666666666666
2679,104,9,295,-18,1824,2553,2,3,196.33333333333334
2668,123,15,324,-21,1782,2498,2,3,194.0
2866,92,32,240,141,2058,488,13,3,148.66666666666666
2810,296,21,300,-36,2591,175,33,3,198.66666666666666
3220,195,5,451,72,792,499,32,3,207.66666666666666
3441,238,10,789,241,2140,1027,38,3,211.66666666666666
2577,180,20,256,42,1431,2058,4,3,206.33333333333334
3104,233,12,150,40,1503,1129,23,3,212.33333333333334
2918,216,12,1006,123,2582,1354,34,3,212.66666666666666
2717,132,13,300,6,1987,2661,4,3,198.0
3151,31,11,60,0,1736,277,23,1,188.66666666666666
2835,276,29,319,-24,2646,182,33,3,198.0
3262,255,7,641,28,630,649,32,3,209.33333333333334
3332,307,2,750,130,778,1138,32,3,204.33333333333334
2920,194,12,642,76,2659,1786,26,3,210.66666666666666
2986,156,16,931,189,2605,1414,34,3,201.66666666666666
2681,150,8,301,96,1829,2672,2,3,204.0
2578,171,17,150,39,1275,1915,4,3,205.33333333333334
3225,79,24,300,21,1981,800,22,1,164.66666666666666
3007,98,15,458,262,1888,780,13,3,186.66666666666666
3323,5,11,525,89,721,1653,31,3,191.66666666666666
3413,191,11,779,207,1989,1200,38,3,210.33333333333334
2915,169,12,582,71,2619,1849,26,3,206.33333333333334
2943,84,31,342,199,1996,661,13,3,150.0
2889,105,28,277,148,2063,571,13,3,163.66666666666666
2862,112,28,228,120,2109,511,13,3,167.66666666666666
3286,322,6,658,96,696,725,32,3,202.33333333333334
3375,269,12,840,118,1048,2190,32,3,209.33333333333334
2900,220,12,1082,234,2491,1436,34,3,212.66666666666666
2525,147,16,85,16,1057,1719,4,3,199.66666666666666
3338,172,2,603,43,924,1377,32,3,205.0
2837,106,20,638,208,2652,1874,10,3,180.33333333333334
2751,129,16,457,117,2617,2079,10,3,193.66666666666666
2541,185,15,60,2,1167,1921,4,3,209.0
3335,200,6,589,40,966,1283,32,3,208.66666666666666
2884,146,22,967,107,2437,1470,13,3,192.0
2653,185,27,180,68,1776,2750,4,3,203.33333333333334
2657,180,26,182,73,1729,2697,4,3,202.66666666666666
2839,111,31,170,95,2167,524,13,3,159.66666666666666
3323,75,46,153,123,2754,400,39,3,113.0
2774,127,14,469,145,2670,2038,10,3,195.0
3195,11,20,150,20,1624,331,22,1,174.0
2898,121,39,228,153,2122,618,13,3,146.66666666666666
2882,133,39,216,137,2140,626,13,3,156.33333333333334
3068,13,3,85,4,1906,1292,22,3,201.0
3353,283,8,480,42,841,1657,32,3,207.0
3401,197,13,666,201,2321,912,32,3,211.0
2942,151,27,376,191,1928,837,13,3,188.33333333333334
2893,205,13,234,34,2371,2270,26,3,212.0
2875,145,11,361,33,2397,2067,26,3,201.66666666666666
2876,127,27,819,98,2326,1595,13,3,176.33333333333334
2868,129,28,212,123,2105,674,13,3,176.66666666666666
2856,124,30,190,110,2135,646,13,3,169.66666666666666
3348,8,8,516,19,750,2192,31,3,194.66666666666666
2921,260,22,837,255,2290,1674,13,3,209.0
2840,104,23,558,207,2462,1981,10,3,174.33333333333334
2669,125,15,212,35,2352,2356,4,3,193.33333333333334
2663,147,17,210,29,2324,2377,4,3,198.33333333333334
2554,34,7,0,0,1273,2364,17,3,195.33333333333334
3004,315,6,212,22,2735,685,32,3,203.0
3010,75,17,108,14,1966,3450,26,3,179.66666666666666
2846,237,8,859,83,2250,1654,17,3,210.33333333333334
2868,293,12,859,188,2250,1667,13,3,204.66666666666666
2858,137,25,726,79,2240,1687,13,3,185.66666666666666
2837,133,19,757,59,2233,1682,13,3,191.33333333333334
2849,263,12,845,84,2220,1687,17,3,210.33333333333334
2799,100,21,450,166,2443,2082,10,3,176.33333333333334
2651,184,24,90,44,1945,2713,4,3,205.33333333333334
2879,144,16,247,128,2011,792,13,3,198.33333333333334
2855,100,24,162,110,2101,711,13,3,170.66666666666666
3033,43,16,180,17,1892,3532,26,3,179.33333333333334
2924,173,29,680,258,2224,1812,4,3,196.33333333333334
2676,158,20,175,47,2430,2335,10,3,199.66666666666666
2633,164,27,60,26,1905,2755,4,3,194.0
2872,157,16,242,121,2010,805,13,3,202.33333333333334
2866,143,16,212,115,2040,778,13,3,197.66666666666666
3355,265,3,323,29,878,2010,32,3,206.33333333333334
3262,229,5,805,131,1860,2356,31,3,208.66666666666666
2847,129,23,659,69,2185,1749,13,3,184.33333333333334
2825,216,8,731,53,2165,1740,17,3,210.66666666666666
2831,236,7,752,66,2162,1741,17,3,210.0
2634,130,15,90,0,2279,2461,4,3,195.0
3184,30,23,350,122,1236,319,22,1,165.0
3346,201,8,270,35,969,1771,32,3,209.66666666666666
2884,33,8,30,3,2210,2701,26,3,193.33333333333334
2648,140,19,95,19,2353,2420,4,3,194.33333333333334
2617,122,15,85,13,2045,2656,4,3,192.66666666666666
3024,314,25,552,74,2964,499,33,3,186.33333333333334
3351,221,5,256,23,942,1982,32,3,208.33333333333334
3353,237,5,268,24,938,2012,32,3,208.33333333333334
2825,131,17,624,48,2121,1806,13,3,193.33333333333334
2870,173,30,573,204,2148,1917,4,3,195.0
2625,79,8,30,-8,2230,2524,17,3,194.0
2594,328,19,85,6,1650,2897,10,3,189.0
2616,7,16,120,33,1571,2888,10,3,182.33333333333334
3355,249,4,258,21,964,2044,32,3,207.66666666666666
2834,127,23,566,56,2101,1842,13,3,184.33333333333334
3108,236,23,67,26,2731,1292,33,3,212.0
3128,67,9,485,102,1681,3482,24,3,192.0
2813,253,10,618,56,2046,1860,17,3,210.66666666666666
2905,290,22,655,204,2040,1875,13,3,200.0
3180,334,11,90,13,1310,153,23,3,196.33333333333334
3268,185,9,210,40,1243,1006,21,3,208.66666666666666
3321,222,7,150,10,1140,1630,21,3,210.0
3346,72,8,350,24,997,2616,31,3,193.66666666666666
3077,214,14,0,0,2784,1222,23,3,213.0
2902,99,11,180,15,2112,2870,26,3,193.33333333333334
2836,184,11,0,0,2075,2432,17,3,209.33333333333334
2820,275,18,604,59,2014,1890,17,3,207.33333333333334
2616,89,11,30,0,2144,2631,17,3,191.33333333333334
2875,288,28,618,174,1980,1926,13,3,194.66666666666666
3329,255,5,90,11,1148,1756,38,3,208.0
3344,279,5,127,5,1090,1994,32,3,206.33333333333334
2630,329,24,95,21,1897,2678,10,3,180.66666666666666
2656,342,23,190,53,1616,2744,10,3,177.66666666666666
3193,49,5,150,7,1354,190,23,3,198.0
2839,288,28,541,85,1922,1981,13,3,193.66666666666666
2774,185,22,319,108,2021,2151,10,3,206.66666666666666
2623,344,16,90,12,2003,2631,24,3,188.66666666666666
2630,335,21,95,19,1945,2639,24,3,183.33333333333334
3267,28,15,616,208,1019,466,22,1,182.0
3202,25,11,390,127,1001,680,22,1,189.33333333333334
3311,262,7,30,0,1261,1618,38,3,209.0
2809,162,13,30,4,2001,2356,26,3,204.66666666666666
2795,175,9,430,38,1914,2016,17,3,207.66666666666666
2739,159,22,210,73,2120,2326,4,3,197.33333333333334
2720,144,23,190,72,2177,2388,4,3,190.33333333333334
2626,345,13,120,15,2052,2594,24,3,191.66666666666666
2798,143,5,0,0,1994,2337,17,3,203.66666666666666
2646,335,25,150,35,1958,2575,24,3,176.66666666666666
2796,214,2,0,0,1948,2321,17,3,205.66666666666666
2748,17,10,0,0,2024,1018,23,3,191.66666666666666
2751,343,16,30,7,2233,882,23,3,188.0
3158,95,10,240,6,3048,977,32,3,193.33333333333334
2814,28,5,60,-2,1889,2496,26,3,198.66666666666666
2646,108,6,0,0,2215,2493,17,3,200.0
2652,37,11,162,19,2177,2493,10,3,187.66666666666666
2653,343,21,212,42,2060,2502,24,3,181.0
2710,334,30,242,99,1826,2536,10,3,168.33333333333334
2722,345,24,268,111,1768,2548,10,3,173.66666666666666
3220,82,14,247,66,3328,819,32,3,185.33333333333334
2802,218,21,120,24,1860,2230,26,3,212.66666666666666
2851,233,24,390,106,1774,2130,13,3,212.0
2744,123,20,277,64,1842,2248,10,3,187.0
2724,332,28,268,113,1819,2506,10,3,172.0
3348,292,10,134,14,1302,2001,32,3,205.33333333333334
3162,111,17,295,8,3046,1003,32,3,187.0
3313,78,17,914,232,1434,3113,33,3,179.0
2789,105,9,0,0,1850,2376,17,3,196.0
2674,330,24,85,30,2221,2430,10,3,180.0
2669,51,21,170,37,2190,2432,10,3,167.33333333333334
2714,322,24,272,103,1900,2461,10,3,184.0
3035,147,5,30,0,2639,1350,23,3,204.33333333333334
2818,247,22,313,73,1719,2190,13,3,211.0
3251,138,7,85,4,1739,2084,32,3,202.66666666666666
2774,257,18,242,22,1702,2223,17,3,211.0
2649,283,3,0,0,2030,2385,17,3,205.66666666666666
3217,25,20,108,7,2029,1772,24,3,171.33333333333334
2784,63,11,60,0,1756,2446,26,3,189.66666666666666
2702,324,22,127,56,2132,2341,10,3,186.33333333333334
2778,0,3,30,1,1712,2420,17,3,201.66666666666666
2706,44,22,255,62,2145,2312,10,3,166.0
2749,302,17,361,54,1840,2348,10,3,199.66666666666666
3052,300,11,499,78,2905,1129,23,3,203.66666666666666
3178,39,23,95,24,2438,1490,24,3,163.66666666666666
2996,65,15,671,115,1679,2899,33,3,180.66666666666666
2747,235,21,108,8,1559,2375,17,3,212.66666666666666
2698,318,18,162,51,1944,2230,10,3,193.33333333333334
2755,333,20,424,115,1974,2233,10,3,185.66666666666666
3119,198,26,85,23,2993,1114,33,3,207.33333333333334
2719,323,18,216,73,1959,2195,10,3,192.33333333333334
3290,327,14,323,62,1710,845,31,3,195.0
2831,36,14,256,56,1595,2647,26,3,182.33333333333334
2687,317,11,60,-2,1572,2268,17,3,200.33333333333334
2752,357,14,335,100,2015,2130,10,3,188.66666666666666
2767,45,1,454,72,1945,2143,10,3,203.33333333333334
2991,39,15,760,155,1529,2768,33,3,181.66666666666666
3279,94,13,794,203,577,1182,22,1,189.0
3108,246,11,309,-30,2588,618,32,3,212.0
3239,165,11,30,-2,1087,1173,22,1,206.0
3094,318,12,569,-10,2803,765,23,3,199.33333333333334
3233,4,12,779,43,2002,541,22,3,189.66666666666666
2840,270,37,120,69,2173,1410,13,3,190.0
3079,130,22,297,81,1781,2205,33,3,186.0
2726,294,17,210,28,1463,2107,10,3,201.66666666666666
2742,334,10,319,62,1590,2037,11,3,197.66666666666666
2745,329,11,342,68,1608,2030,11,3,198.0
3259,343,7,778,51,2018,607,32,3,198.66666666666666
3274,26,8,731,48,2001,685,32,3,193.33333333333334
2850,355,15,420,89,1290,2802,11,3,186.33333333333334
2714,334,10,277,19,1301,2041,17,3,197.66666666666666
2743,284,9,331,42,1374,1984,11,3,207.0
3393,189,8,297,46,1899,2215,32,3,209.0
3036,173,27,335,76,1811,2197,33,3,198.66666666666666
2738,23,8,0,0,1150,2222,17,3,194.33333333333334
2724,318,12,313,29,1288,2001,11,3,199.0
2740,287,10,351,46,1333,1967,11,3,206.66666666666666
2750,281,5,371,49,1381,1935,11,3,206.33333333333334
2759,307,5,474,69,1468,1855,11,3,204.33333333333334
2851,259,28,162,70,2282,1584,13,3,205.0
2877,53,5,0,0,1839,1921,23,3,198.0
3012,119,6,30,-1,2984,1587,22,3,201.0
3063,243,14,212,46,1240,2725,33,3,212.33333333333334
2750,295,5,0,0,990,2213,17,3,205.33333333333334
3355,315,16,872,63,2233,1020,32,3,196.33333333333334
3348,262,11,30,8,2106,2131,32,3,210.0
3191,15,17,376,119,3258,1622,31,3,179.0
2757,39,3,30,1,904,2227,17,3,200.33333333333334
2905,241,35,175,124,2483,1736,13,3,202.0
2759,23,2,0,0,878,2227,17,3,202.33333333333334
2936,222,23,0,0,1471,2574,13,3,212.33333333333334
3385,288,10,210,36,2221,2488,38,3,206.0
3265,39,13,256,83,994,1682,22,1,184.66666666666666
3036,309,13,511,91,2789,1744,32,3,200.66666666666666
3410,326,7,362,37,2250,2655,38,3,201.0
3149,15,5,30,2,323,1591,23,1,198.0
3362,283,17,60,13,2290,2400,38,3,205.66666666666666
3397,306,10,216,24,2280,2546,38,3,202.66666666666666
3417,325,10,342,44,2310,2688,38,3,199.66666666666666
3187,354,12,450,149,3561,1770,31,3,191.33333333333334
3396,343,11,525,104,2560,1230,32,3,195.66666666666666
3401,292,10,120,28,2432,2586,38,3,205.33333333333334
3271,29,21,641,217,3664,1948,31,3,169.66666666666666
2867,185,3,67,1,1489,2695,16,3,206.0
3061,291,9,180,10,2908,601,23,3,205.66666666666666
3378,326,14,67,2,2502,2509,38,3,195.0
3049,45,3,85,2,2782,902,23,3,200.33333333333334
3382,342,13,108,6,2534,2506,38,3,193.33333333333334
3247,75,5,182,-7,752,1895,23,1,198.0
3276,240,14,108,1,2903,577,22,3,212.66666666666666
3449,157,13,547,80,2700,1616,38,3,203.66666666666666
3292,189,6,60,10,2889,730,22,3,208.33333333333334
3376,337,10,255,11,2614,2431,38,3,196.33333333333334
3053,40,11,446,78,2252,2361,24,3,187.66666666666666
3183,119,24,335,144,3540,2190,33,3,178.66666666666666
3250,155,31,450,205,3781,2266,33,3,185.33333333333334
2957,270,33,430,26,2053,1103,23,3,196.33333333333334
3198,251,9,30,-1,3069,450,32,3,210.0
3074,341,12,90,16,2576,684,23,3,194.0
3276,357,5,95,-2,1129,2353,38,1,200.33333333333334
2861,78,29,30,-6,2040,1485,33,3,153.0
2930,18,22,120,71,1136,3291,24,3,168.66666666666666
3035,36,13,509,176,1771,2980,24,3,185.0
3082,313,26,182,61,2906,2619,33,3,186.0
3191,69,8,679,184,2377,2791,31,3,193.66666666666666
3091,235,20,741,54,1999,815,13,3,213.0
3021,21,25,283,162,534,2911,24,3,162.0
3026,354,17,379,167,1040,3421,24,3,184.66666666666666
3187,104,9,731,176,2445,2951,31,3,196.33333333333334
3412,135,29,335,183,3725,3061,39,3,177.0
3110,164,6,30,0,510,2105,23,1,206.0
3377,169,25,300,148,3813,3042,39,3,199.0
3143,139,9,573,106,1950,914,32,3,202.33333333333334
3365,171,22,270,136,3823,3081,39,3,202.0
3110,225,1,30,1,560,1991,23,1,205.0
